"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES"
"USC00106152","MOSCOW U OF I, ID US","1925-04","1.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1925-05","2.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1925-06","0.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1925-07","0.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1925-08","0.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1925-09","0.47",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1925-10","0.86",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1925-11","1.64",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1925-12","3.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1926-01","2.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1926-02","3.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1926-03","0.57",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1926-04","0.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1926-05","0.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1926-06","2.78",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1927-04","0.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1927-05","1.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1927-06","1.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1927-07","0.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1927-08","0.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1927-09","4.14",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1927-10","1.99",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1927-11","6.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1927-12","2.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-01","3.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-02","0.33",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-03","4.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-04","1.88",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-05","0.49",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-06","0.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-07","1.02",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-08","0.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-09","0.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-10","1.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-11","1.38",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1928-12","1.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-01","3.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-02","0.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-03","1.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-04","1.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-05","0.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-06","2.14",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-07","0.03",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-08","0.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-09","0.33",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-10","1.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-11","0.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1929-12","4.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-01","1.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-02","3.36",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-03","2.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-04","1.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-05","2.36",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-06","1.14",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-07","0.08",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-08","0.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-09","1.60",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-10","1.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-11","2.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1930-12","1.45",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-01","2.57",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-02","1.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-03","3.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-04","1.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-05","0.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-06","1.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-07","0.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-08","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-09","1.08",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-10","1.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-11","3.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1931-12","3.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-01","3.48",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-03","5.08",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-04","1.28",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-05","2.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-06","0.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-07","0.48",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-08","0.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-09","0.17",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-10","1.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-11","5.13",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1932-12","3.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-01","5.13",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-02","2.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-03","1.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-04","0.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-05","1.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-06","1.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-07","0.15",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-08","0.78",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-09","2.15",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-10","3.88",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-11","1.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1933-12","8.02",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-01","2.96","1,,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-02","0.32",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-03","3.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-04","1.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-05","0.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-06","4.15",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-07","0.09",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-08","0.02",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-09","0.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-10","3.44",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-11","2.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1934-12","2.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-01","2.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-02","1.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-03","2.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-04","2.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-05","0.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-06","0.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-07","0.47",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-08","0.34",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-09","0.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-10","1.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-11","0.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1935-12","2.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-01","5.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-02","2.17",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-03","1.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-04","0.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-05","0.86",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-06","1.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-07","0.34",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-08","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-09","1.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-10","0.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-11","0.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1936-12","2.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-01","3.60",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-02","2.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-03","2.25",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-04","3.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-05","0.69",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-06","2.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-07","0.23",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-08","0.49",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-09","0.79",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-10","1.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-11","3.60",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1937-12","4.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-01","1.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-02","1.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-03","2.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-04","1.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-05","0.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-06","1.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-07","0.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-08","0.17",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-09","0.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-10","1.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-11","2.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1938-12","1.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-01","1.40",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-02","3.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-03","2.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-04","0.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-05","0.57",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-06","0.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-07","0.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-08","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-09","0.36",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-10","1.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-11","0.34",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1939-12","3.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-01","2.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-02","4.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-03","2.38",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-04","2.60",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-05","0.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-06","0.36",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-07","1.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-08","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-09","4.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-10","4.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-11","3.42",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1940-12","2.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-01","1.79",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-02","1.13",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-03","1.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-04","2.29",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-05","4.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-06","3.44",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-07","0.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-08","0.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-09","2.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-10","0.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-11","2.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1941-12","3.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-01","1.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-02","1.28",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-03","1.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-04","1.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-05","2.14",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-06","1.64",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-07","0.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-08","0.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-09","0.38",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-10","1.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-11","4.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1942-12","3.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-01","2.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-02","1.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-03","2.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-04","1.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-05","1.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-06","2.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-07","0.73",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-08","0.47",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-09","0.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-10","2.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-11","1.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1943-12","1.54",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-01","0.67",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-02","2.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-03","1.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-04","2.86",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-05","0.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-06","1.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-07","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-08","0.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-09","0.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-10","0.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-11","1.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1944-12","0.94","1,,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-01","2.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-02","1.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-03","3.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-04","1.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-05","2.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-06","1.78",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-07","0.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-08","0.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-09","3.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-10","0.95",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-11","3.61","1,,,0"
"USC00106152","MOSCOW U OF I, ID US","1945-12","3.07","2,,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-01","3.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-02","1.97",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-03","2.03","1,,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-04","1.13",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-05","1.03",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-06","1.97",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-07","0.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-08","0.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-09","1.48",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-10","2.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-11","3.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1946-12","2.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-01","2.69",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-02","1.53",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-03","1.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-04","2.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-05","0.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-06","2.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-07","0.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-08","0.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-09","3.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-10","3.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-11","3.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1947-12","2.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-01","3.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-02","3.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-03","1.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-04","3.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-05","6.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-06","1.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-07","2.40",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-08","0.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-09","0.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-10","0.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-11","4.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1948-12","4.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-01","1.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-02","3.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-03","1.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-04","1.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-05","1.29",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-06","0.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-07","0.48",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-08","0.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-09","1.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-10","1.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-11","2.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1949-12","2.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-01","4.08",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-02","2.99",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-03","3.79",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-04","1.03",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-06","3.43","3,,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-07","0.29",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-08","0.44",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-09","0.32",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-10","4.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-11","2.99",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1950-12","2.78",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-01","2.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-02","1.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-03","1.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-04","0.36",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-05","1.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-06","2.08",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-07","0.54",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-08","0.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-09","0.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-10","3.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-11","1.97",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1951-12","5.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-01","1.67",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-02","1.62",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-03","1.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-04","1.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-05","1.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-06","2.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-07","0.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-08","0.23",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-09","1.23",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-10","0.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-11","0.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1952-12","2.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-01","7.03",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-02","2.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-03","1.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-04","1.44",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-05","1.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-06","1.28",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-07","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-08","1.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-09","0.29",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-10","0.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-11","3.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1953-12","3.73",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-01","4.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-02","0.86",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-03","1.40",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-04","1.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-05","1.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-06","1.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-07","1.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-08","2.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-09","1.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-10","0.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-11","1.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1954-12","2.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-01","1.11",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-02","1.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-03","1.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-04","2.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-05","0.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-06","0.79",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-07","1.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-08","0.03",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-09","2.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-10","3.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-11","3.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1955-12","3.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-01","3.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-02","1.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-03","2.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-04","0.14",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-05","3.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-06","1.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-07","1.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-08","1.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-09","0.33",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-10","2.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-11","1.13",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1956-12","2.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-01","1.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-02","1.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-03","2.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-04","1.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-05","3.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-06","1.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-07","0.00",",,,0"
