"loan_id","issue_month","term","grade","loan_amount","interest_rate"
2262,"Feb-2018",36,"A",15000,5.32
2263,"Mar-2018",36,"C",20000,13.58
2264,"Mar-2018",36,"B",9000,11.98
2267,"Mar-2018",36,"C",25000,13.58
2270,"Jan-2018",36,"A",40000,5.32
2271,"Jan-2018",36,"A",35000,6.72
2272,"Feb-2018",36,"A",40000,7.97
2274,"Mar-2018",36,"B",40000,9.92
2275,"Mar-2018",36,"A",6000,7.96
2277,"Jan-2018",36,"C",8500,14.08
2279,"Mar-2018",36,"A",5000,7.34
2280,"Jan-2018",36,"D",3200,21.45
2281,"Jan-2018",36,"B",14400,9.44
2282,"Jan-2018",36,"C",5000,12.62
2284,"Mar-2018",36,"C",6000,13.58
2285,"Mar-2018",36,"B",15000,10.41
2286,"Jan-2018",36,"B",18000,9.93
2287,"Jan-2018",36,"A",4000,7.97
2290,"Mar-2018",36,"C",8500,14.07
2291,"Mar-2018",36,"A",12000,7.96
2294,"Feb-2018",36,"B",30750,9.44
2295,"Mar-2018",36,"C",8400,16.01
2296,"Feb-2018",36,"A",9000,7.97
2299,"Mar-2018",36,"B",16000,10.41
2301,"Mar-2018",36,"D",22000,17.47
2302,"Jan-2018",36,"B",9000,10.91
2303,"Feb-2018",36,"B",5000,11.99
2304,"Feb-2018",36,"B",8000,10.91
2305,"Jan-2018",36,"B",5000,9.93
2306,"Mar-2018",36,"C",7000,14.07
2307,"Mar-2018",36,"A",12000,7.34
2308,"Jan-2018",36,"A",13500,7.97
2309,"Feb-2018",36,"B",5500,9.92
2311,"Mar-2018",36,"B",5000,11.98
2314,"Mar-2018",36,"A",21000,7.96
2315,"Feb-2018",36,"D",15000,19.03
2318,"Feb-2018",36,"A",20000,5.31
2320,"Feb-2018",36,"B",35525,11.99
2321,"Mar-2018",36,"C",5000,15.04
2322,"Jan-2018",36,"C",17000,12.62
2323,"Jan-2018",36,"A",6400,6.08
2324,"Feb-2018",36,"A",17000,5.32
2328,"Feb-2018",36,"D",8000,21.45
2329,"Mar-2018",36,"C",5000,13.58
2331,"Mar-2018",36,"C",12000,16.01
2333,"Jan-2018",36,"D",3000,20
2334,"Mar-2018",36,"C",7800,14.07
2338,"Mar-2018",36,"A",16000,7.96
2339,"Mar-2018",36,"A",10000,6.07
2340,"Jan-2018",36,"A",9600,6.08
2344,"Jan-2018",36,"C",10000,16.02
2345,"Jan-2018",36,"A",10000,7.97
2346,"Jan-2018",36,"B",4800,11.99
2348,"Jan-2018",36,"A",35000,6.08
2349,"Jan-2018",36,"B",2500,9.44
2350,"Jan-2018",36,"A",15000,5.32
2351,"Jan-2018",36,"B",15000,9.93
2353,"Feb-2018",36,"C",10000,14.07
2354,"Jan-2018",36,"B",7500,10.42
2355,"Jan-2018",36,"C",10000,12.62
2356,"Mar-2018",36,"C",9000,14.07
2357,"Mar-2018",36,"C",25000,14.07
2358,"Jan-2018",36,"A",4000,6.08
2359,"Feb-2018",36,"B",5000,9.44
2360,"Mar-2018",36,"D",24000,19.42
2361,"Jan-2018",36,"D",15000,20
2363,"Feb-2018",36,"B",14000,9.93
2364,"Feb-2018",36,"C",10000,16.01
2366,"Jan-2018",36,"C",10000,15.05
2367,"Mar-2018",36,"C",4150,13.58
2370,"Jan-2018",36,"C",5000,12.62
2371,"Jan-2018",36,"A",11000,6.08
2372,"Feb-2018",36,"D",21200,18.06
2373,"Feb-2018",36,"B",2000,10.42
2375,"Feb-2018",36,"A",20000,7.96
2376,"Feb-2018",36,"B",16000,9.93
2377,"Jan-2018",36,"B",10000,9.93
2378,"Jan-2018",36,"C",5000,15.05
2379,"Mar-2018",36,"B",10400,9.43
2380,"Feb-2018",36,"B",35000,10.9
2381,"Jan-2018",36,"B",40000,10.42
2382,"Jan-2018",36,"A",35000,7.97
2383,"Mar-2018",36,"A",40000,5.31
2384,"Jan-2018",36,"A",3000,7.35
2385,"Mar-2018",36,"A",4800,5.31
2386,"Jan-2018",36,"C",35000,16.02
2387,"Jan-2018",36,"A",19000,6.72
2389,"Mar-2018",36,"B",4200,9.43
2390,"Mar-2018",36,"C",10000,15.04
2391,"Feb-2018",36,"A",15000,7.96
2393,"Feb-2018",36,"A",22000,5.32
2395,"Mar-2018",36,"B",6000,10.9
2396,"Feb-2018",36,"B",15000,11.99
2397,"Mar-2018",36,"A",3600,7.96
2398,"Feb-2018",36,"C",9000,15.04
2399,"Mar-2018",36,"A",12000,7.34
2400,"Mar-2018",36,"B",13000,9.43
2401,"Mar-2018",36,"B",6000,9.92
2402,"Mar-2018",36,"A",5000,7.34
2407,"Mar-2018",36,"B",13000,10.41
2410,"Mar-2018",36,"A",3000,6.71
2411,"Jan-2018",36,"A",17000,7.97
2412,"Jan-2018",36,"A",10000,7.97
2414,"Feb-2018",36,"A",7500,5.32
2415,"Feb-2018",36,"C",6000,15.04
2416,"Mar-2018",36,"B",26250,9.43
2417,"Jan-2018",36,"C",8400,14.08
2418,"Jan-2018",36,"B",1500,9.44
2421,"Mar-2018",36,"A",4200,7.34
2422,"Jan-2018",36,"A",30000,5.32
2424,"Jan-2018",36,"C",12000,15.05
2425,"Feb-2018",36,"B",3600,10.91
2426,"Feb-2018",36,"A",7000,6.72
2427,"Feb-2018",36,"C",25000,12.61
2428,"Feb-2018",36,"C",6000,16.02
2429,"Jan-2018",36,"C",12000,12.62
2431,"Jan-2018",36,"C",12000,16.02
2432,"Feb-2018",36,"B",10000,9.44
2434,"Mar-2018",36,"B",10000,9.43
2435,"Feb-2018",36,"D",10000,19.42
2436,"Jan-2018",36,"A",20000,5.32
2437,"Jan-2018",36,"B",25000,10.91
2438,"Feb-2018",36,"A",17075,6.72
2439,"Feb-2018",36,"A",7000,7.35
2440,"Jan-2018",36,"B",1500,10.91
2442,"Mar-2018",36,"C",24000,13.59
2443,"Jan-2018",36,"B",3400,10.42
2444,"Feb-2018",36,"A",21000,5.31
2445,"Feb-2018",36,"C",14000,14.08
2446,"Jan-2018",36,"A",15000,6.08
2447,"Feb-2018",36,"B",25000,9.44
2448,"Jan-2018",36,"B",20000,9.44
2449,"Jan-2018",36,"C",15000,13.59
2452,"Jan-2018",36,"E",1500,23.88
2453,"Mar-2018",36,"C",5000,12.61
2454,"Jan-2018",36,"C",5000,15.05
2455,"Feb-2018",36,"B",8000,10.91
2456,"Mar-2018",36,"A",10000,6.71
2458,"Jan-2018",36,"C",12000,12.62
2459,"Feb-2018",36,"A",10000,7.97
2461,"Feb-2018",36,"E",29700,22.9
2463,"Jan-2018",36,"C",28000,16.02
2464,"Feb-2018",36,"A",1800,7.34
2465,"Feb-2018",36,"B",38000,11.99
2466,"Mar-2018",36,"D",15000,20.39
2468,"Jan-2018",36,"A",10000,6.08
2470,"Feb-2018",36,"A",4800,6.08
2476,"Feb-2018",36,"A",1000,7.97
2478,"Mar-2018",36,"A",14000,7.96
2479,"Mar-2018",36,"D",27575,17.47
2480,"Mar-2018",36,"A",3600,6.07
2481,"Feb-2018",36,"C",35000,12.62
2482,"Mar-2018",36,"B",5000,9.92
2484,"Mar-2018",36,"A",1200,7.34
2485,"Mar-2018",36,"C",30000,16.01
2488,"Feb-2018",36,"B",14000,9.44
2490,"Feb-2018",36,"C",20000,13.59
2492,"Mar-2018",36,"D",11000,20.39
2493,"Jan-2018",36,"A",16000,6.08
2494,"Mar-2018",36,"D",7000,19.42
2495,"Feb-2018",36,"D",16000,19.42
2496,"Jan-2018",36,"B",21600,9.44
2497,"Feb-2018",36,"C",14000,14.07
2498,"Jan-2018",36,"B",35000,9.44
2499,"Mar-2018",36,"B",4000,9.92
2500,"Mar-2018",36,"A",7500,7.34
2501,"Feb-2018",36,"A",16000,6.08
2502,"Mar-2018",36,"B",15000,9.92
2504,"Feb-2018",36,"D",24000,18.06
2505,"Jan-2018",36,"D",8000,19.03
2506,"Feb-2018",36,"D",10000,19.03
2507,"Jan-2018",36,"B",7000,9.93
2510,"Feb-2018",36,"A",18000,7.35
2511,"Mar-2018",36,"C",6500,12.61
2512,"Feb-2018",36,"B",5000,10.91
2513,"Jan-2018",36,"D",20000,21.45
2514,"Jan-2018",36,"B",24000,9.44
2515,"Feb-2018",36,"C",35000,12.62
2516,"Mar-2018",36,"C",3500,13.58
2517,"Feb-2018",36,"C",9600,16.02
2518,"Jan-2018",36,"D",5000,21.45
2519,"Mar-2018",36,"A",10000,6.71
2521,"Mar-2018",36,"C",24000,12.61
2522,"Feb-2018",36,"A",3500,6.08
2524,"Mar-2018",36,"A",40000,5.31
2525,"Mar-2018",36,"D",15000,20.39
2526,"Feb-2018",36,"C",4000,13.59
2527,"Mar-2018",36,"B",40000,9.93
2529,"Mar-2018",36,"C",7500,14.07
2530,"Jan-2018",36,"B",7200,11.99
2532,"Feb-2018",36,"D",5000,21.45
2533,"Jan-2018",36,"B",25000,9.44
2534,"Mar-2018",36,"D",30000,18.45
2535,"Mar-2018",36,"B",3200,10.9
2536,"Jan-2018",36,"B",6000,11.99
2537,"Mar-2018",36,"A",40000,6.71
2538,"Jan-2018",36,"A",11000,6.72
2539,"Jan-2018",36,"A",40000,6.08
2541,"Jan-2018",36,"D",23625,21.45
2542,"Mar-2018",36,"D",14000,17.47
2543,"Jan-2018",36,"A",40000,6.72
2544,"Feb-2018",36,"C",8125,14.07
2546,"Feb-2018",36,"C",35000,12.62
2547,"Mar-2018",36,"C",18000,13.58
2548,"Feb-2018",36,"A",16100,5.31
2549,"Jan-2018",36,"C",5000,12.62
2550,"Mar-2018",36,"C",10000,13.58
2551,"Jan-2018",36,"C",8000,15.05
2553,"Feb-2018",36,"B",25000,9.44
2554,"Jan-2018",36,"C",5000,15.05
2555,"Jan-2018",36,"C",20000,12.62
2556,"Jan-2018",36,"B",12800,9.44
2557,"Feb-2018",36,"C",18000,15.05
2558,"Feb-2018",36,"A",24000,7.35
2560,"Mar-2018",36,"B",5000,10.9
2561,"Mar-2018",36,"B",20375,9.43
2562,"Feb-2018",36,"B",11000,10.42
2564,"Mar-2018",36,"C",9000,12.61
2567,"Jan-2018",36,"B",8000,9.93
2569,"Feb-2018",36,"B",7000,9.44
2570,"Feb-2018",36,"D",8000,18.06
2571,"Feb-2018",36,"B",5500,10.91
2573,"Feb-2018",36,"E",15000,25.82
2574,"Mar-2018",36,"B",12000,9.92
2576,"Jan-2018",36,"A",20000,7.97
2577,"Jan-2018",36,"C",35000,14.08
2581,"Jan-2018",36,"C",4000,13.59
2582,"Feb-2018",36,"A",15000,6.08
2584,"Feb-2018",36,"B",8000,10.42
2585,"Jan-2018",36,"B",5000,10.91
2586,"Feb-2018",36,"C",12000,16.02
2587,"Jan-2018",36,"D",4000,17.09
2588,"Jan-2018",36,"B",2000,9.44
2590,"Mar-2018",36,"C",4000,13.58
2591,"Feb-2018",36,"A",4200,7.35
2592,"Mar-2018",36,"B",20000,9.43
2593,"Mar-2018",36,"B",40000,11.98
2595,"Feb-2018",36,"B",7500,10.91
2596,"Jan-2018",36,"C",3625,13.59
2600,"Feb-2018",36,"D",3500,18.06
2601,"Feb-2018",36,"A",40000,6.72
2603,"Jan-2018",36,"B",8000,10.42
2604,"Feb-2018",36,"A",5000,7.97
2605,"Mar-2018",36,"D",8000,19.42
2606,"Jan-2018",36,"A",25000,6.08
2607,"Mar-2018",36,"A",12000,5.31
2608,"Feb-2018",36,"C",34800,13.59
2609,"Jan-2018",36,"B",20000,10.91
2611,"Jan-2018",36,"C",16800,13.59
2612,"Jan-2018",36,"D",35000,18.06
2613,"Mar-2018",36,"B",40000,10.9
2614,"Feb-2018",36,"D",12000,20
2615,"Mar-2018",36,"A",15000,7.34
2616,"Mar-2018",36,"A",22000,5.31
2617,"Mar-2018",36,"C",16000,16.01
2618,"Mar-2018",36,"C",6025,16.01
2620,"Feb-2018",36,"B",20000,9.44
2621,"Mar-2018",36,"C",10000,16.01
2622,"Mar-2018",36,"B",5000,10.41
2624,"Mar-2018",36,"B",3900,9.92
2625,"Feb-2018",36,"B",6400,10.91
2626,"Mar-2018",36,"A",16000,6.71
2627,"Feb-2018",36,"A",12000,6.08
2628,"Feb-2018",36,"A",10000,6.72
2629,"Feb-2018",36,"B",7000,10.42
2630,"Feb-2018",36,"A",25000,7.35
2631,"Feb-2018",36,"D",4000,17.47
2633,"Feb-2018",36,"C",25000,15.05
2635,"Jan-2018",36,"B",17000,9.44
2636,"Mar-2018",36,"A",15000,5.31
2637,"Mar-2018",36,"C",5000,12.61
2638,"Mar-2018",36,"A",25000,7.34
2640,"Jan-2018",36,"D",15000,18.06
2641,"Mar-2018",36,"B",1600,9.43
2642,"Mar-2018",36,"A",40000,6.07
2645,"Feb-2018",36,"B",10000,10.42
2647,"Mar-2018",36,"A",10000,7.96
2648,"Mar-2018",36,"A",10000,7.34
2650,"Mar-2018",36,"D",5175,18.45
2651,"Mar-2018",36,"B",8800,9.92
2653,"Jan-2018",36,"B",15000,11.99
2655,"Mar-2018",36,"C",4900,13.58
2656,"Feb-2018",36,"B",4000,9.44
2657,"Mar-2018",36,"A",40000,7.96
2659,"Mar-2018",36,"B",6000,9.92
2661,"Mar-2018",36,"A",10000,6.07
2662,"Mar-2018",36,"C",3000,16.01
2665,"Feb-2018",36,"C",8500,13.58
2667,"Mar-2018",36,"B",3000,10.41
2668,"Jan-2018",36,"A",8000,6.72
2669,"Jan-2018",36,"D",18000,18.06
2670,"Jan-2018",36,"B",8000,9.93
2671,"Feb-2018",36,"B",6000,9.93
2672,"Jan-2018",36,"C",5000,12.62
2673,"Mar-2018",36,"C",10000,13.58
2674,"Feb-2018",36,"C",25000,15.05
2675,"Jan-2018",36,"B",22000,9.93
2676,"Mar-2018",36,"C",16800,12.61
2678,"Feb-2018",36,"D",10000,17.09
2679,"Feb-2018",36,"A",9000,7.97
2680,"Feb-2018",36,"D",5000,18.06
2682,"Feb-2018",36,"A",38450,6.07
2684,"Mar-2018",36,"A",21000,5.31
2685,"Mar-2018",36,"C",15000,15.04
2686,"Jan-2018",36,"C",12000,13.59
2687,"Jan-2018",36,"B",35000,10.91
2688,"Mar-2018",36,"A",18700,7.96
2689,"Jan-2018",36,"D",8000,21.45
2690,"Mar-2018",36,"C",5000,16.01
2691,"Jan-2018",36,"C",1000,16.02
2692,"Feb-2018",36,"C",20000,12.62
2693,"Mar-2018",36,"C",20000,15.04
2695,"Mar-2018",36,"A",5500,6.71
2698,"Mar-2018",36,"B",4200,9.43
2703,"Jan-2018",36,"B",5000,9.44
2704,"Feb-2018",36,"B",15000,9.93
2706,"Feb-2018",36,"A",6000,5.31
2707,"Jan-2018",36,"C",10000,12.62
2709,"Mar-2018",36,"A",3500,7.34
2710,"Mar-2018",36,"A",5000,7.34
2711,"Mar-2018",36,"A",6750,7.96
2713,"Mar-2018",36,"C",35000,15.04
2714,"Feb-2018",36,"B",15000,11.99
2715,"Mar-2018",36,"C",20000,13.58
2717,"Feb-2018",36,"A",15000,5.32
2718,"Jan-2018",36,"B",15000,10.91
2719,"Mar-2018",36,"A",21000,6.71
2720,"Mar-2018",36,"C",3000,12.61
2721,"Mar-2018",36,"C",27000,16.01
2723,"Mar-2018",36,"C",14400,14.07
2725,"Mar-2018",36,"D",3000,18.45
2726,"Jan-2018",36,"E",2700,22.91
2730,"Jan-2018",36,"A",7000,7.97
2731,"Mar-2018",36,"D",16000,17.47
2732,"Feb-2018",36,"C",3000,16.02
2733,"Mar-2018",36,"D",8500,20.39
2734,"Mar-2018",36,"A",1800,7.96
2738,"Feb-2018",36,"C",35000,12.62
2741,"Feb-2018",36,"A",10000,6.72
2742,"Jan-2018",36,"B",28000,10.42
2743,"Mar-2018",36,"A",6500,6.71
2745,"Jan-2018",36,"C",4000,16.02
2746,"Mar-2018",36,"C",8500,12.61
2748,"Mar-2018",36,"D",29900,19.42
2749,"Jan-2018",36,"C",24000,15.05
2753,"Jan-2018",36,"A",20000,7.35
2754,"Mar-2018",36,"A",40000,6.07
2755,"Feb-2018",36,"A",15000,6.72
2756,"Mar-2018",36,"D",6000,18.45
2757,"Jan-2018",36,"D",5000,20
2760,"Mar-2018",36,"B",7000,9.43
2761,"Mar-2018",36,"B",12000,9.43
2762,"Feb-2018",36,"A",11000,7.34
2763,"Mar-2018",36,"C",16000,12.61
2764,"Feb-2018",36,"A",16800,7.97
2765,"Mar-2018",36,"D",4800,17.47
2766,"Jan-2018",36,"C",22000,14.08
2767,"Mar-2018",36,"D",4600,19.42
2768,"Jan-2018",36,"A",18000,6.72
2769,"Jan-2018",36,"B",12000,11.99
2777,"Jan-2018",36,"C",28350,12.62
2778,"Mar-2018",36,"C",2000,14.07
2779,"Feb-2018",36,"A",22000,6.72
2780,"Jan-2018",36,"C",7000,14.08
2782,"Mar-2018",36,"C",5000,16.01
2783,"Mar-2018",36,"B",4000,10.41
2785,"Feb-2018",36,"B",12000,11.99
2786,"Jan-2018",36,"B",2000,10.42
2787,"Jan-2018",36,"D",12800,18.06
2788,"Mar-2018",36,"A",7000,6.71
2789,"Feb-2018",36,"C",8000,13.59
2791,"Feb-2018",36,"C",8000,15.05
2794,"Mar-2018",36,"A",10975,6.07
2795,"Jan-2018",36,"D",7800,21.45
2797,"Feb-2018",36,"A",10000,7.97
2798,"Jan-2018",36,"C",10000,16.02
2799,"Jan-2018",36,"C",7500,14.08
2803,"Feb-2018",36,"E",24600,26.3
2804,"Mar-2018",36,"A",8300,6.07
2806,"Jan-2018",36,"D",7500,17.09
2807,"Mar-2018",36,"A",20400,6.07
2809,"Mar-2018",36,"A",9000,5.31
2810,"Jan-2018",36,"B",40000,10.91
2811,"Mar-2018",36,"A",25000,6.07
2812,"Mar-2018",36,"B",3000,11.98
2815,"Mar-2018",36,"A",40000,7.34
2816,"Mar-2018",36,"B",6000,10.41
2817,"Mar-2018",36,"C",28000,13.58
2818,"Feb-2018",36,"B",14000,9.43
2820,"Mar-2018",36,"C",25000,15.04
2821,"Jan-2018",36,"C",30000,12.62
2822,"Mar-2018",36,"A",12000,7.96
2823,"Feb-2018",36,"C",9800,15.05
2824,"Feb-2018",36,"A",15000,7.97
2825,"Mar-2018",36,"B",3025,9.43
2826,"Feb-2018",36,"B",2500,11.99
2827,"Jan-2018",36,"A",36000,6.08
2828,"Jan-2018",36,"B",24000,11.99
2830,"Mar-2018",36,"B",5000,11.98
2831,"Feb-2018",36,"D",9600,21.85
2832,"Feb-2018",36,"B",4800,10.42
2834,"Mar-2018",36,"B",3000,9.92
2835,"Jan-2018",36,"B",29000,10.42
2836,"Feb-2018",36,"B",3000,9.93
2837,"Jan-2018",36,"C",2700,12.62
2838,"Jan-2018",36,"C",16000,13.59
2839,"Jan-2018",36,"B",13000,11.99
2840,"Jan-2018",36,"B",14400,11.99
2841,"Jan-2018",36,"C",8000,16.02
2842,"Feb-2018",36,"A",25000,6.72
2843,"Feb-2018",36,"D",28000,18.06
2844,"Feb-2018",36,"B",3000,9.43
2846,"Mar-2018",36,"A",24000,6.71
2847,"Jan-2018",36,"A",20000,5.32
2848,"Jan-2018",36,"A",7000,7.97
2849,"Jan-2018",36,"B",12000,9.44
2850,"Feb-2018",36,"C",11200,12.62
2851,"Feb-2018",36,"A",38400,7.34
2852,"Jan-2018",36,"B",18000,10.42
2853,"Mar-2018",36,"C",2000,14.07
2854,"Mar-2018",36,"C",13000,13.58
2855,"Feb-2018",36,"B",8000,9.44
2856,"Feb-2018",36,"C",17000,14.08
2858,"Mar-2018",36,"E",1000,22.9
2859,"Feb-2018",36,"D",6800,17.09
2861,"Mar-2018",36,"B",24000,10.91
2862,"Feb-2018",36,"C",15000,16.01
2863,"Jan-2018",36,"A",5000,6.72
2865,"Jan-2018",36,"C",25000,14.08
2866,"Feb-2018",36,"D",15400,17.09
2867,"Jan-2018",36,"B",40000,9.44
2869,"Jan-2018",36,"C",20250,16.02
2870,"Mar-2018",36,"A",12000,5.31
2871,"Feb-2018",36,"A",7200,6.72
2872,"Jan-2018",36,"A",10000,5.32
2874,"Jan-2018",36,"B",10000,9.93
2876,"Feb-2018",36,"B",3000,10.9
2878,"Feb-2018",36,"A",7000,6.72
2879,"Jan-2018",36,"B",6050,10.42
2880,"Mar-2018",36,"C",10000,14.07
2881,"Feb-2018",36,"C",30000,16.02
2882,"Jan-2018",36,"C",4000,15.05
2883,"Mar-2018",36,"D",5500,18.45
2884,"Feb-2018",36,"C",6975,13.59
2889,"Mar-2018",36,"B",10000,9.43
2890,"Jan-2018",36,"A",13500,7.97
2893,"Jan-2018",36,"A",20000,7.97
2896,"Feb-2018",36,"C",8000,12.62
2897,"Feb-2018",36,"C",7000,15.05
2898,"Jan-2018",36,"B",9000,10.91
2900,"Jan-2018",36,"B",15500,9.44
2901,"Mar-2018",36,"B",9500,9.92
2902,"Mar-2018",36,"D",10000,19.42
2904,"Feb-2018",36,"C",4000,14.07
2905,"Feb-2018",36,"C",24300,14.08
2906,"Mar-2018",36,"C",35000,12.61
2907,"Feb-2018",36,"B",10000,9.93
2910,"Feb-2018",36,"B",17000,9.93
2911,"Mar-2018",36,"A",10000,5.31
2912,"Mar-2018",36,"A",10000,6.71
2913,"Feb-2018",36,"C",5800,14.08
2914,"Mar-2018",36,"B",35000,9.92
2916,"Jan-2018",36,"B",20000,9.93
2917,"Jan-2018",36,"B",7000,10.42
2918,"Feb-2018",36,"C",12000,14.08
2919,"Jan-2018",36,"A",17275,7.35
2921,"Jan-2018",36,"D",3000,19.03
2922,"Mar-2018",36,"D",10000,19.42
2924,"Jan-2018",36,"B",2000,10.42
2926,"Jan-2018",36,"A",3000,7.35
2927,"Mar-2018",36,"C",8000,16.01
2928,"Feb-2018",36,"B",8000,11.99
2929,"Mar-2018",36,"A",3500,7.34
2931,"Jan-2018",36,"C",15000,14.08
2932,"Jan-2018",36,"A",22000,7.35
2933,"Mar-2018",36,"B",13000,11.98
2936,"Feb-2018",36,"C",15000,12.62
2938,"Mar-2018",36,"D",24000,17.47
2939,"Mar-2018",36,"A",12000,6.07
2942,"Jan-2018",36,"C",6000,13.59
2943,"Mar-2018",36,"A",10000,7.96
2944,"Feb-2018",36,"C",20000,12.62
2945,"Mar-2018",36,"A",13500,7.96
2946,"Mar-2018",36,"C",6000,15.04
2949,"Jan-2018",36,"D",20000,18.06
2950,"Jan-2018",36,"D",30000,21.45
2953,"Jan-2018",36,"C",12000,16.02
2954,"Feb-2018",36,"A",17000,7.35
2955,"Feb-2018",36,"A",11000,6.08
2956,"Jan-2018",36,"D",9000,20
2957,"Mar-2018",36,"B",19000,9.43
2958,"Mar-2018",36,"D",8000,17.47
2961,"Jan-2018",36,"A",14000,7.97
2962,"Jan-2018",36,"C",5000,15.05
2963,"Mar-2018",36,"C",2100,15.04
2964,"Feb-2018",36,"B",10000,11.99
2965,"Feb-2018",36,"B",33600,9.93
2966,"Jan-2018",36,"A",14400,6.72
2968,"Jan-2018",36,"A",5000,6.08
2969,"Jan-2018",36,"D",3000,19.03
2970,"Mar-2018",36,"C",4800,14.07
2971,"Jan-2018",36,"B",22400,10.91
2973,"Jan-2018",36,"A",10000,7.97
2974,"Jan-2018",36,"C",9600,14.08
2976,"Jan-2018",36,"B",6000,10.91
2977,"Mar-2018",36,"B",6000,9.43
2978,"Mar-2018",36,"B",12000,9.92
2979,"Feb-2018",36,"B",4200,10.91
2980,"Feb-2018",36,"D",25000,21.45
2982,"Mar-2018",36,"A",5000,6.71
2983,"Mar-2018",36,"A",36000,6.71
2984,"Jan-2018",36,"B",16000,9.93
2989,"Jan-2018",36,"B",17000,10.42
2991,"Feb-2018",36,"A",10000,6.08
2992,"Feb-2018",36,"D",16000,18.06
2993,"Mar-2018",36,"B",20000,9.92
2994,"Feb-2018",36,"B",15000,10.91
2995,"Jan-2018",36,"B",12600,10.91
2996,"Mar-2018",36,"C",10000,15.04
2997,"Mar-2018",36,"A",1200,7.96
2998,"Mar-2018",36,"A",13000,5.31
3001,"Jan-2018",36,"C",6000,13.59
3002,"Feb-2018",36,"C",14450,15.05
3003,"Mar-2018",36,"C",1600,13.58
3005,"Jan-2018",36,"A",8000,5.32
3006,"Jan-2018",36,"B",5000,9.93
3009,"Jan-2018",36,"C",17000,12.62
3011,"Feb-2018",36,"B",25000,9.43
3012,"Mar-2018",36,"B",25000,10.9
3014,"Jan-2018",36,"A",12000,7.97
3017,"Feb-2018",36,"B",25000,11.99
3018,"Mar-2018",36,"B",40000,10.41
3019,"Jan-2018",36,"B",10000,9.93
3020,"Jan-2018",36,"A",16000,7.35
3023,"Feb-2018",36,"C",9600,13.58
3024,"Mar-2018",36,"A",6000,6.07
3025,"Mar-2018",36,"C",20000,14.07
3026,"Mar-2018",36,"A",15000,6.07
3027,"Jan-2018",36,"B",15000,9.93
3028,"Mar-2018",36,"C",7000,12.61
3029,"Feb-2018",36,"A",6000,5.32
3030,"Mar-2018",36,"D",5000,21.85
3031,"Feb-2018",36,"C",8000,16.01
3032,"Mar-2018",36,"C",16000,15.04
3033,"Feb-2018",36,"A",5000,5.31
3034,"Feb-2018",36,"A",40000,7.97
3037,"Feb-2018",36,"D",3000,21.85
3039,"Jan-2018",36,"B",10000,9.44
3040,"Mar-2018",36,"A",7000,6.07
3041,"Mar-2018",36,"A",14975,7.96
3042,"Jan-2018",36,"D",10000,20
3043,"Feb-2018",36,"B",2200,10.42
3044,"Mar-2018",36,"D",30000,19.42
3045,"Jan-2018",36,"A",38400,7.35
3046,"Mar-2018",36,"B",40000,11.98
3048,"Mar-2018",36,"D",12800,20.39
3049,"Mar-2018",36,"B",7000,9.43
3051,"Mar-2018",36,"C",20175,15.04
3052,"Feb-2018",36,"C",25000,12.62
3053,"Feb-2018",36,"A",35000,5.32
3054,"Mar-2018",36,"B",5000,9.92
3055,"Feb-2018",36,"A",3000,6.07
3057,"Mar-2018",36,"B",35000,10.41
3058,"Mar-2018",36,"A",35000,6.07
3059,"Jan-2018",36,"B",4000,11.99
3060,"Mar-2018",36,"A",12000,7.96
3061,"Feb-2018",36,"B",12000,10.91
3063,"Jan-2018",36,"B",10000,10.42
3064,"Feb-2018",36,"A",24000,7.97
3065,"Mar-2018",36,"B",20000,10.41
3066,"Mar-2018",36,"B",3000,9.93
3067,"Jan-2018",36,"B",15000,9.93
3068,"Feb-2018",36,"A",10000,7.35
3069,"Jan-2018",36,"D",2200,18.06
3070,"Jan-2018",36,"A",18000,6.08
3071,"Mar-2018",36,"A",25000,6.07
3072,"Mar-2018",36,"A",30000,6.71
3073,"Feb-2018",36,"B",12000,9.92
3074,"Jan-2018",36,"C",5000,14.08
3075,"Jan-2018",36,"B",2400,10.42
3076,"Jan-2018",36,"D",8000,18.06
3077,"Feb-2018",36,"E",9550,26.3
3078,"Jan-2018",36,"C",3000,15.05
3080,"Jan-2018",36,"B",8000,10.91
3081,"Jan-2018",36,"A",35000,7.97
3082,"Feb-2018",36,"A",35000,7.96
3083,"Feb-2018",36,"A",9000,7.97
3084,"Jan-2018",36,"A",22000,5.32
3086,"Feb-2018",36,"A",4000,7.97
3087,"Mar-2018",36,"D",1000,21.85
3092,"Jan-2018",36,"A",10000,5.32
3093,"Feb-2018",36,"C",5000,13.59
3094,"Jan-2018",36,"A",25000,6.72
3095,"Mar-2018",36,"C",10000,15.05
3096,"Jan-2018",36,"B",21000,10.42
3097,"Jan-2018",36,"A",12000,7.97
3099,"Feb-2018",36,"C",5000,15.05
3100,"Jan-2018",36,"D",6000,19.03
3101,"Feb-2018",36,"D",3600,20.39
3103,"Feb-2018",36,"C",30000,16.02
3109,"Jan-2018",36,"A",10000,6.08
3110,"Jan-2018",36,"A",11000,7.35
3111,"Jan-2018",36,"A",40000,7.35
3112,"Mar-2018",36,"C",3500,13.58
3113,"Jan-2018",36,"B",10000,9.44
3115,"Feb-2018",36,"C",10000,12.62
3117,"Mar-2018",36,"A",14400,7.34
